url,eventDate,eventType,price,MLS
https://www.redfin.ca/on/ottawa/245-Kent-St-K2P-0A5/unit-404/home/148763753,"May 01, 2025",Listed,449000,X12116707
https://www.redfin.ca/on/ottawa/245-Kent-St-K2P-0A5/unit-404/home/148763753,"May 09, 2025",Sold (MLS),442000,X12116707
https://www.redfin.ca/on/ottawa/245-Kent-St-K2P-0A5/unit-406/home/148763821,"Feb 13, 2024",Listed,435000,X9430259
https://www.redfin.ca/on/ottawa/245-Kent-St-K2P-0A5/unit-406/home/148763821,"Jun 05, 2024",Listed,405000,X9441863
https://www.redfin.ca/on/ottawa/245-Kent-St-K2P-0A5/unit-406/home/148763821,"Aug 15, 2024",Sold (MLS),395000,X9441863
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Oct 15, 2024",Listed,404900,X9522556
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Oct 15, 2024",Listed,404900,X9460600
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Oct 25, 2024",Delisted,,X9460600
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Nov 06, 2024",Price Changed,399000,X9522556
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Nov 11, 2024",Listed,389000,X10442329
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Nov 28, 2024",Delisted,,X10442329
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Dec 03, 2024",Relisted,,X10442329
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-906/home/148764697,"Dec 06, 2024",Sold (MLS),383000,X10442329
https://www.redfin.ca/on/ottawa/1493-Morisset-Ave-K1Z-8H2/home/148765701,"Aug 21, 2024",Listed,495000,X9518031
https://www.redfin.ca/on/ottawa/1493-Morisset-Ave-K1Z-8H2/home/148765701,"Nov 06, 2024",Delisted,,X9518031
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-1011/home/148772003,"May 07, 2024",Listed,355000,X9427152
https://www.redfin.ca/on/ottawa/138-Somerset-St-W-K2P-0H9/unit-1011/home/148772003,"Jul 02, 2024",Sold (MLS),357000,X9427152
https://www.redfin.ca/on/ottawa/235-Kent-St-K2P-0A5/unit-1212/home/148774215,"Sep 06, 2024",Listed,449900,X9518939
https://www.redfin.ca/on/ottawa/235-Kent-St-K2P-0A5/unit-1212/home/148774215,"Nov 04, 2024",Sold (MLS),432500,X9518939
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-104/home/148775042,"Jul 31, 2024",Listed,319900,X9517558
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-104/home/148775042,"Nov 20, 2024",Sold (MLS),310000,X9517558
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-311/home/148775134,"Nov 28, 2024",Listed,329900,X11430981
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-311/home/148775134,"Jan 14, 2025",Sold (MLS),325000,X11430981
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-712/home/148775233,"Jun 15, 2024",Listed,275900,X9437623
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-712/home/148775233,"Aug 01, 2024",Sold (MLS),275900,X9437623
https://www.redfin.ca/on/ottawa/375-Lisgar-St-K2P-0E3/unit-303/home/148775266,"Mar 29, 2023",Listed,549900,X9470552
https://www.redfin.ca/on/ottawa/375-Lisgar-St-K2P-0E3/unit-303/home/148775266,"Aug 17, 2023",Sold (MLS),561000,X9470552
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Jun 25, 2024",Listed,374900,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 25, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 25, 2024",Relisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 26, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 26, 2024",Relisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 27, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 27, 2024",Relisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 29, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 29, 2024",Relisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 30, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Oct 30, 2024",Relisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Nov 01, 2024",Listed,374900,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Nov 04, 2024",Delisted,,X9445479
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Nov 08, 2024",Listed,364900,X10419171
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Jan 31, 2025",Price Changed,359900,X10419171
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Feb 18, 2025",Sold (MLS),350000,X10419171
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Feb 21, 2025",Listed,359900,X10419171
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-1110/home/148775267,"Feb 26, 2025",Sold (MLS),350000,X10419171
https://www.redfin.ca/on/ottawa/375-Lisgar-St-K2P-0E3/unit-701/home/148775268,"Apr 03, 2025",Listed,675000,X12060398
https://www.redfin.ca/on/ottawa/375-Lisgar-St-K2P-0E3/unit-701/home/148775268,"Apr 11, 2025",Sold (MLS),695100,X12060398
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-307/home/148775387,"Jul 25, 2024",Listed,329900,X9443508
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-307/home/148775387,"Sep 26, 2024",Sold (MLS),327500,X9443508
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-914/home/148775540,"Jul 03, 2025",Listed,335000,X12259156
https://www.redfin.ca/on/ottawa/1505-Baseline-Rd-K2C-3L4/unit-914/home/148775540,"Aug 01, 2025",Sold (MLS),320000,X12259156
https://www.redfin.ca/on/ottawa/429-Somerset-St-W-K2P-2P5/unit-607/home/148775803,"Jun 05, 2024",Listed,429900,X9438908
https://www.redfin.ca/on/ottawa/429-Somerset-St-W-K2P-2P5/unit-607/home/148775803,"Jul 16, 2024",Sold (MLS),408000,X9438908
https://www.redfin.ca/on/ottawa/429-Somerset-St-W-K2P-2P5/unit-301/home/148776112,"Feb 26, 2024",Listed,375000,X9433875
https://www.redfin.ca/on/ottawa/429-Somerset-St-W-K2P-2P5/unit-301/home/148776112,"Apr 22, 2024",Sold (MLS),370000,X9433875
https://www.redfin.ca/on/ottawa/317-Metcalfe-St-K2P-1S1/unit-202/home/148778838,"Oct 11, 2025",Listed,619900,X12458199
https://www.redfin.ca/on/ottawa/317-Metcalfe-St-K2P-1S1/unit-202/home/148778838,"Oct 17, 2025",Sold (MLS),610000,X12458199
https://www.redfin.ca/on/ottawa/317-Metcalfe-St-K2P-1S1/unit-202/home/148778838,"Oct 17, 2025",Delisted,,X12458199
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-1215/home/148778908,"May 16, 2024",Listed,289900,X9434931
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-1215/home/148778908,"Jun 21, 2024",Sold (MLS),298000,X9434931
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-716/home/148778931,"Jan 17, 2022",Listed,334900,X5474051
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-716/home/148778931,"Jan 25, 2022",Sold (MLS),334000,X5474051
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-711/home/148778961,"Apr 08, 2025",Listed,409900,X12070078
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-711/home/148778961,"Jul 12, 2025",Pending,,X12070078
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-711/home/148778961,"Jul 12, 2025",Delisted,,X12070078
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-711/home/148778961,"Aug 14, 2025",Sold (MLS),395000,X12070078
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-713/home/148779113,"Feb 01, 2024",Listed,320000,X9443893
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-713/home/148779113,"Mar 27, 2024",Sold (MLS),318000,X9443893
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-115/home/148779128,"Mar 20, 2024",Listed,284900,X9423832
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-115/home/148779128,"Jun 07, 2024",Sold (MLS),277000,X9423832
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-604/home/148781547,"Mar 04, 2024",Listed,309900,X9428349
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-604/home/148781547,"Apr 17, 2024",Sold (MLS),290000,X9428349
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-802/home/148781640,"Mar 31, 2025",Listed,299000,X12053992
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-802/home/148781640,"Apr 28, 2025",Sold (MLS),285000,X12053992
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-106/home/148781719,"Feb 27, 2025",Listed,304900,X11990891
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-106/home/148781719,"Mar 07, 2025",Sold (MLS),296000,X11990891
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-807/home/148781726,"Apr 04, 2024",Listed,296000,X9421039
https://www.redfin.ca/on/ottawa/1465-Baseline-Rd-K2C-3L9/unit-807/home/148781726,"Jul 22, 2024",Sold (MLS),290000,X9421039
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-307/home/148782110,"May 15, 2025",Listed,349900,X12150547
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-307/home/148782110,"Jun 12, 2025",Price Changed,339900,X12150547
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-307/home/148782110,"Jul 25, 2025",Price Changed,335000,X12150547
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-307/home/148782110,"Aug 06, 2025",Price Changed,329900,X12150547
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-307/home/148782110,"Aug 20, 2025",Sold (MLS),324900,X12150547
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1015/home/148782139,"Jan 26, 2024",Listed,274888,X9432753
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1015/home/148782139,"Feb 26, 2024",Sold (MLS),272000,X9432753
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-305/home/148782191,"May 27, 2025",Listed,405000,X12175702
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-305/home/148782191,"Jul 03, 2025",Listed,395000,X12260214
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-305/home/148782191,"Jul 16, 2025",Sold (MLS),390000,X12260214
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Aug 02, 2024",Listed,299900,X9518636
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Aug 02, 2024",Listed,299900,X9453056
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Oct 25, 2024",Delisted,,X9453056
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Nov 01, 2024",Listed,299900,X9518636
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Nov 01, 2024",Delisted,,X9518636
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Nov 23, 2024",Price Changed,289900,X9518636
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Dec 09, 2024",Listed,288000,X11886946
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Dec 10, 2024",Delisted,,X9518636
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1016/home/148782252,"Dec 25, 2024",Sold (MLS),282500,X11886946
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-508/home/148782385,"Mar 23, 2023",Listed,289900,X9468143
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-508/home/148782385,"Apr 20, 2023",Sold (MLS),285500,X9468143
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-515/home/148782452,"Jul 15, 2025",Listed,279900,X12285900
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-515/home/148782452,"Aug 05, 2025",Sold (MLS),278000,X12285900
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-407/home/148782499,"Aug 01, 2024",Listed,359900,X9453163
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-407/home/148782499,"Nov 27, 2024",Sold (MLS),340000,X9453163
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-615/home/148782593,"May 05, 2025",Listed,279900,X12125908
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-615/home/148782593,"May 24, 2025",Sold (MLS),275000,X12125908
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Sep 30, 2025",Listed,360000,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Nov 11, 2025",Price Changed,349900,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Dec 08, 2025",Delisted,,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Dec 08, 2025",Sold (MLS),340000,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Dec 08, 2025",Sold (MLS),340000,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-1004/home/148782602,"Dec 08, 2025",Listed,349900,X12433607
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-213/home/148782649,"Sep 26, 2024",Listed,314900,X9458833
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-213/home/148782649,"Oct 09, 2024",Sold (MLS),310525,X9458833
https://www.redfin.ca/on/ottawa/141-Somerset-St-W-K2P-2H1/unit-403/home/148783395,"Sep 17, 2025",Listed,438000,X12410225
https://www.redfin.ca/on/ottawa/141-Somerset-St-W-K2P-2H1/unit-403/home/148783395,"Sep 30, 2025",Sold (MLS),435000,X12410225
https://www.redfin.ca/on/ottawa/141-Somerset-St-W-K2P-2H1/unit-406/home/148783522,"May 27, 2025",Listed,434900,X12177290
https://www.redfin.ca/on/ottawa/141-Somerset-St-W-K2P-2H1/unit-406/home/148783522,"Jun 06, 2025",Sold (MLS),432900,X12177290
https://www.redfin.ca/on/ottawa/1751-Baseline-Rd-K2C-0C1/home/148783580,"Dec 04, 2025",Listed,425000,X12600358
https://www.redfin.ca/on/ottawa/1751-Baseline-Rd-K2C-0C1/home/148783580,"Feb 05, 2026",Listed,399900,X12760534
https://www.redfin.ca/on/ottawa/1751-Baseline-Rd-K2C-0C1/home/148783580,"Feb 13, 2026",Sold (MLS),399900,X12760534
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-101/home/148783863,"Jan 02, 2023",Listed,329900,X9474255
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-101/home/148783863,"Apr 12, 2023",Sold (MLS),332000,X9474255
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-101/home/148783863,"Mar 03, 2025",Listed,379900,X11996817
https://www.redfin.ca/on/ottawa/1485-Baseline-Rd-K2C-3L8/unit-101/home/148783863,"Mar 06, 2025",Sold (MLS),390000,X11996817
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"Nov 08, 2024",Listed,850000,X10419360
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"Dec 11, 2024",Price Changed,825000,X10419360
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"Jan 23, 2025",Listed,825000,X11937360
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"May 01, 2025",Listed,750000,X12117770
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"May 07, 2025",Delisted,,X11937360
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"May 11, 2025",Delisted,,X12117770
https://www.redfin.ca/on/ottawa/364-Cooper-St-K2P-2P3/unit-403/home/148784138,"May 12, 2025",Sold (MLS),778000,X12117770
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Sep 25, 2024",Listed,1350000,X9520622
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Sep 25, 2024",Listed,1350000,X9457918
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Oct 25, 2024",Delisted,,X9457918
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Nov 01, 2024",Listed,1350000,X9520622
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Nov 01, 2024",Delisted,,X9520622
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Apr 08, 2025",Listed,1325000,X12069696
https://www.redfin.ca/on/ottawa/10-Grenwich-Cir-K2C-4C6/home/148784542,"Apr 16, 2025",Sold (MLS),1305000,X12069696
https://www.redfin.ca/on/ottawa/1260-Henry-Farm-Dr-K2C-2E2/home/148785153,"Nov 14, 2025",Listed,779000,X12546592
https://www.redfin.ca/on/ottawa/1260-Henry-Farm-Dr-K2C-2E2/home/148785153,"Nov 27, 2025",Sold (MLS),765000,X12546592
https://www.redfin.ca/on/ottawa/260-Scout-St-K2C-4E6/home/148785448,"Aug 07, 2025",Listed,975000,X12331916
https://www.redfin.ca/on/ottawa/260-Scout-St-K2C-4E6/home/148785448,"Sep 05, 2025",Sold (MLS),960000,X12331916
https://www.redfin.ca/on/ottawa/130-Scout-St-K2C-4C9/home/148785509,"Oct 17, 2025",Listed,624900,X12469591
https://www.redfin.ca/on/ottawa/130-Scout-St-K2C-4C9/home/148785509,"Oct 30, 2025",Sold (MLS),620000,X12469591
https://www.redfin.ca/on/ottawa/1347-Erindale-Dr-K2C-2G5/home/148786423,"Apr 24, 2024",Listed,619900,X9422331
https://www.redfin.ca/on/ottawa/1347-Erindale-Dr-K2C-2G5/home/148786423,"Jul 04, 2024",Sold (MLS),619900,X9422331
https://www.redfin.ca/on/ottawa/1199-Clyde-Ave-K2C-1Y3/home/148786588,"Apr 16, 2025",Listed,729900,X12086860
https://www.redfin.ca/on/ottawa/1199-Clyde-Ave-K2C-1Y3/home/148786588,"May 01, 2025",Sold (MLS),715000,X12086860
https://www.redfin.ca/on/ottawa/1150-Cameo-Dr-K2C-1Y7/home/148786910,"Apr 13, 2023",Listed,789000,X9482359
https://www.redfin.ca/on/ottawa/1150-Cameo-Dr-K2C-1Y7/home/148786910,"Jun 01, 2023",Sold (MLS),857000,X9482359
https://www.redfin.ca/on/ottawa/1286-Albany-Dr-K2C-2L7/home/148787912,"Feb 06, 2025",Listed,799000,X11961443
https://www.redfin.ca/on/ottawa/1286-Albany-Dr-K2C-2L7/home/148787912,"Mar 08, 2025",Sold (MLS),793000,X11961443
https://www.redfin.ca/on/ottawa/1214-Castle-Hill-Cres-K2C-2B3/home/148788037,"May 27, 2025",Listed,689900,X12175580
https://www.redfin.ca/on/ottawa/1214-Castle-Hill-Cres-K2C-2B3/home/148788037,"Jun 04, 2025",Sold (MLS),705000,X12175580
https://www.redfin.ca/on/ottawa/1288-Kilborn-Ave-K1H-6L3/home/148788495,"Mar 11, 2024",Listed,1299900,X9428178
https://www.redfin.ca/on/ottawa/1288-Kilborn-Ave-K1H-6L3/home/148788495,"Apr 02, 2024",Listed,1249900,X9430875
https://www.redfin.ca/on/ottawa/1288-Kilborn-Ave-K1H-6L3/home/148788495,"Jul 19, 2024",Sold (MLS),1100000,X9430875
https://www.redfin.ca/on/ottawa/2282-Braeside-Ave-K1H-7J6/home/148788521,"May 31, 2019",Sold (MLS),1200000,X9099080
https://www.redfin.ca/on/ottawa/2282-Braeside-Ave-K1H-7J6/home/148788521,"Apr 19, 2023",Listed,1480000,X9469550
https://www.redfin.ca/on/ottawa/2282-Braeside-Ave-K1H-7J6/home/148788521,"Jun 28, 2023",Sold (MLS),1580000,X9469550
https://www.redfin.ca/on/ottawa/1207-Woodside-Dr-K2C-2G7/home/148788588,"May 23, 2025",Listed,739000,X12169035
https://www.redfin.ca/on/ottawa/1207-Woodside-Dr-K2C-2G7/home/148788588,"Jun 04, 2025",Sold (MLS),751500,X12169035
https://www.redfin.ca/on/ottawa/1201-Ohio-St-K1H-0A1/unit-108/home/148788727,"Apr 24, 2024",Listed,499900,X9422365
https://www.redfin.ca/on/ottawa/1201-Ohio-St-K1H-0A1/unit-108/home/148788727,"Jul 31, 2024",Sold (MLS),499600,X9422365
https://www.redfin.ca/on/ottawa/1286-Kilborn-Ave-K1H-6L3/home/148788808,"Mar 16, 2024",Listed,1299900,X9428537
https://www.redfin.ca/on/ottawa/1286-Kilborn-Ave-K1H-6L3/home/148788808,"Apr 02, 2024",Listed,1249900,X9430876
https://www.redfin.ca/on/ottawa/1286-Kilborn-Ave-K1H-6L3/home/148788808,"Jul 19, 2024",Sold (MLS),1100000,X9430876
https://www.redfin.ca/on/ottawa/1129-Rockingham-Ave-K1H-8E9/home/148788841,"Mar 27, 2025",Listed,669000,X12045024
https://www.redfin.ca/on/ottawa/1129-Rockingham-Ave-K1H-8E9/home/148788841,"Apr 15, 2025",Sold (MLS),655000,X12045024
https://www.redfin.ca/on/ottawa/1231-Agincourt-Rd-K2C-2J3/home/148788966,"Feb 24, 2025",Listed,724900,X11984783
https://www.redfin.ca/on/ottawa/1231-Agincourt-Rd-K2C-2J3/home/148788966,"Mar 05, 2025",Sold (MLS),735000,X11984783
