url,eventDate,eventType,price,MLS
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-1903/home/190703695,"Jul 31, 2024",Listed,"$368,000",X9516429
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2110/home/181613365,"Sep 27, 2024",Sold (MLS),"$305,000",X9453091
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2110/home/181613365,"Jul 30, 2024",Listed,"$329,900",X9453091
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2110/home/181613365,"Apr 4, 2024",Listed,"$364,900",X9424176
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2117/home/177820108,"Jan 6, 2025",Sold (MLS) (Closed),"$342,500",X10423607
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2117/home/177820108,"Jan 6, 2025",Delisted (Off Market),—,X10423607
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2117/home/177820108,"Dec 3, 2024",Relisted (Active),—,X10423607
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2117/home/177820108,"Nov 26, 2024",Delisted (Off Market),—,X10423607
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2117/home/177820108,"Nov 14, 2024",Listed (Active),"$350,000",X10423607
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2311/home/190758604,"Mar 14, 2025",Sold (MLS) (Closed),"$245,000",X11992290
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2311/home/190758604,"Feb 27, 2025",Listed (Active),"$244,900",X11992290
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2311/home/190758604,"Jun 20, 2024",Listed,"$249,900",X9443147
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2702/home/181613304,"Jun 15, 2023",Sold (MLS),"$390,500",X9470945
https://www.redfin.ca/on/ottawa/105-Champagne-Ave-S-K1S-4P3/unit-2702/home/181613304,"Apr 12, 2023",Listed,"$385,000",X9470945
